user_id,date,departure_time,origin,destination,transport_mode,actual_travel_time_mins,used_parking,parking_preference,trip_satisfaction,avg_rating
USR0004,2020-12-17,06:15,Dadar,Nariman Point,Car,79,Yes,Street Parking,5,4.9
USR0004,2020-05-24,06:30,Dadar,Nariman Point,Car,71,Yes,Street Parking,4,4.9
USR0004,2020-06-30,06:30,Dadar,Nariman Point,Car,83,Yes,Street Parking,2,4.9
USR0004,2020-12-15,07:45,Dadar,Nariman Point,Car,79,Yes,Street Parking,3,4.9
USR0004,2020-03-30,06:45,Dadar,Nariman Point,Car,67,Yes,Street Parking,5,4.9
USR0004,2020-07-11,07:00,Dadar,Nariman Point,Car,88,Yes,Street Parking,3,4.9
USR0004,2020-04-16,08:00,Dadar,Nariman Point,Car,75,Yes,Street Parking,1,4.9
USR0004,2020-09-28,06:00,Dadar,Nariman Point,Car,88,Yes,Street Parking,1,4.9
USR0004,2020-03-28,06:15,Dadar,Nariman Point,Car,68,Yes,Street Parking,3,4.9
USR0004,2020-03-11,08:45,Dadar,Nariman Point,Car,76,Yes,Street Parking,1,4.9
USR0004,2020-08-10,08:00,Dadar,Nariman Point,Car,84,Yes,Street Parking,5,4.9
USR0004,2020-08-28,06:15,Dadar,Nariman Point,Car,90,Yes,Street Parking,1,4.9
USR0004,2020-08-01,06:30,Dadar,Nariman Point,Car,69,Yes,Street Parking,4,4.9
USR0004,2020-05-20,07:15,Dadar,Nariman Point,Car,68,Yes,Street Parking,1,4.9
USR0004,2020-12-23,07:30,Dadar,Nariman Point,Car,81,Yes,Street Parking,1,4.9
USR0004,2020-10-16,07:45,Dadar,Nariman Point,Car,78,Yes,Street Parking,4,4.9
USR0004,2020-05-28,07:15,Dadar,Nariman Point,Car,82,Yes,Street Parking,2,4.9
USR0004,2020-05-16,06:45,Dadar,Nariman Point,Car,63,Yes,Street Parking,1,4.9
USR0004,2020-07-06,08:45,Dadar,Nariman Point,Car,85,Yes,Street Parking,4,4.9
USR0004,2020-09-22,07:15,Dadar,Nariman Point,Car,89,Yes,Street Parking,4,4.9
USR0004,2020-06-01,07:45,Dadar,Nariman Point,Car,60,Yes,Street Parking,2,4.9
USR0004,2020-08-17,06:00,Dadar,Nariman Point,Car,78,Yes,Street Parking,1,4.9
USR0004,2020-11-24,07:30,Dadar,Nariman Point,Car,78,Yes,Street Parking,3,4.9
USR0004,2020-10-01,07:00,Dadar,Nariman Point,Car,76,Yes,Street Parking,5,4.9
USR0004,2020-10-01,07:30,Dadar,Nariman Point,Car,63,Yes,Street Parking,3,4.9
USR0004,2020-01-30,07:15,Dadar,Nariman Point,Car,71,Yes,Street Parking,4,4.9
USR0004,2020-04-14,06:30,Dadar,Nariman Point,Car,78,Yes,Street Parking,1,4.9
USR0004,2020-12-24,06:15,Dadar,Nariman Point,Car,82,Yes,Street Parking,3,4.9
USR0004,2020-12-10,07:15,Dadar,Nariman Point,Car,79,Yes,Street Parking,1,4.9
USR0004,2020-10-30,08:45,Dadar,Nariman Point,Car,63,Yes,Street Parking,2,4.9
USR0004,2020-06-15,08:30,Dadar,Nariman Point,Car,69,Yes,Street Parking,2,4.9
USR0004,2020-09-13,06:45,Dadar,Nariman Point,Car,64,Yes,Street Parking,4,4.9
USR0004,2020-11-27,06:30,Dadar,Nariman Point,Car,87,Yes,Street Parking,4,4.9
USR0004,2020-03-16,08:15,Dadar,Nariman Point,Car,62,Yes,Street Parking,1,4.9
USR0004,2020-08-01,08:30,Dadar,Nariman Point,Car,92,Yes,Street Parking,1,4.9
USR0004,2020-06-17,06:30,Dadar,Nariman Point,Car,76,Yes,Street Parking,4,4.9
USR0004,2020-01-12,06:45,Dadar,Nariman Point,Car,72,Yes,Street Parking,1,4.9
USR0004,2020-05-07,08:15,Dadar,Nariman Point,Car,64,Yes,Street Parking,4,4.9
USR0004,2020-04-22,06:15,Dadar,Nariman Point,Car,67,Yes,Street Parking,3,4.9
USR0004,2020-03-16,06:45,Dadar,Nariman Point,Car,71,Yes,Street Parking,5,4.9
USR0004,2020-01-18,07:00,Dadar,Nariman Point,Car,83,Yes,Street Parking,3,4.9
USR0004,2020-09-12,07:00,Dadar,Nariman Point,Car,77,Yes,Street Parking,3,4.9
USR0004,2020-11-05,08:30,Dadar,Nariman Point,Car,88,Yes,Street Parking,2,4.9
USR0004,2020-10-07,08:15,Dadar,Nariman Point,Car,79,Yes,Street Parking,4,4.9
USR0004,2020-11-14,07:30,Dadar,Nariman Point,Car,71,Yes,Street Parking,4,4.9
USR0004,2020-03-23,08:45,Dadar,Nariman Point,Car,91,Yes,Street Parking,3,4.9
USR0004,2020-06-08,08:30,Dadar,Nariman Point,Car,68,Yes,Street Parking,4,4.9
USR0004,2020-02-23,08:00,Dadar,Nariman Point,Car,76,Yes,Street Parking,3,4.9
USR0004,2020-08-14,06:30,Dadar,Nariman Point,Car,89,Yes,Street Parking,1,4.9
USR0004,2020-02-02,07:00,Dadar,Nariman Point,Car,74,Yes,Street Parking,1,4.9
USR0004,2020-12-07,06:30,Dadar,Nariman Point,Car,89,Yes,Street Parking,3,4.9
USR0004,2020-03-11,06:30,Dadar,Nariman Point,Car,94,Yes,Street Parking,1,4.9
USR0004,2020-10-04,08:30,Dadar,Nariman Point,Car,69,Yes,Street Parking,1,4.9
USR0004,2020-06-22,08:30,Dadar,Nariman Point,Car,60,Yes,Street Parking,2,4.9
USR0004,2020-08-27,07:00,Dadar,Nariman Point,Car,87,Yes,Street Parking,4,4.9
USR0004,2020-09-06,07:30,Dadar,Nariman Point,Car,63,Yes,Street Parking,3,4.9
USR0005,2020-03-08,08:45,Thane,Kurla,Train+Auto,74,No,Street Parking,4,4.0
USR0005,2020-12-21,07:30,Thane,Kurla,Train+Auto,88,No,Street Parking,3,4.0
USR0005,2020-04-30,07:00,Thane,Kurla,Train+Auto,64,No,Street Parking,4,4.0
USR0005,2020-07-13,08:45,Thane,Kurla,Train+Auto,76,No,Street Parking,3,4.0
USR0005,2020-07-07,08:15,Thane,Kurla,Train+Auto,68,No,Street Parking,5,4.0
USR0005,2020-08-12,06:45,Thane,Kurla,Train+Auto,81,No,Street Parking,1,4.0
USR0005,2020-05-02,06:15,Thane,Kurla,Train+Auto,58,No,Street Parking,3,4.0
USR0005,2020-08-31,08:00,Thane,Kurla,Train+Auto,65,No,Street Parking,5,4.0
USR0005,2020-03-09,08:00,Thane,Kurla,Train+Auto,53,No,Street Parking,4,4.0
USR0005,2020-09-14,08:45,Thane,Kurla,Train+Auto,79,No,Street Parking,2,4.0
USR0005,2020-12-13,06:15,Thane,Kurla,Train+Auto,83,No,Street Parking,1,4.0
USR0005,2020-11-11,06:30,Thane,Kurla,Train+Auto,68,No,Street Parking,5,4.0
USR0005,2020-05-25,07:30,Thane,Kurla,Train+Auto,64,No,Street Parking,1,4.0
USR0005,2020-12-29,06:30,Thane,Kurla,Train+Auto,57,No,Street Parking,5,4.0
USR0005,2020-07-11,08:00,Thane,Kurla,Train+Auto,74,No,Street Parking,3,4.0
USR0005,2020-02-10,07:00,Thane,Kurla,Train+Auto,66,No,Street Parking,5,4.0
USR0005,2020-07-19,06:00,Thane,Kurla,Train+Auto,76,No,Street Parking,3,4.0
USR0005,2020-06-30,07:30,Thane,Kurla,Train+Auto,53,No,Street Parking,3,4.0
USR0005,2020-06-29,06:15,Thane,Kurla,Train+Auto,66,No,Street Parking,2,4.0
USR0005,2020-08-20,06:45,Thane,Kurla,Train+Auto,56,No,Street Parking,4,4.0
USR0005,2020-07-02,08:00,Thane,Kurla,Train+Auto,88,No,Street Parking,5,4.0
USR0005,2020-02-02,08:45,Thane,Kurla,Train+Auto,87,No,Street Parking,1,4.0
USR0006,2020-02-26,09:30,Mira Road,Andheri,Car,49,Yes,Metro Parking,4,3.0
USR0006,2020-10-03,08:30,Mira Road,Andheri,Car,51,Yes,Metro Parking,3,3.0
USR0006,2020-01-09,09:45,Mira Road,Andheri,Car,64,Yes,Metro Parking,3,3.0
USR0006,2020-03-30,08:00,Mira Road,Andheri,Car,53,Yes,Metro Parking,3,3.0
USR0006,2020-10-24,10:30,Mira Road,Andheri,Car,71,Yes,Metro Parking,3,3.0
USR0006,2020-02-23,10:15,Mira Road,Andheri,Car,57,Yes,Metro Parking,3,3.0
USR0006,2020-06-21,08:45,Mira Road,Andheri,Car,55,Yes,Metro Parking,1,3.0
USR0006,2020-09-11,09:30,Mira Road,Andheri,Car,62,Yes,Metro Parking,2,3.0
USR0006,2020-07-26,09:00,Mira Road,Andheri,Car,67,Yes,Metro Parking,1,3.0
USR0006,2020-11-11,08:45,Mira Road,Andheri,Car,61,Yes,Metro Parking,3,3.0
USR0006,2020-07-30,09:30,Mira Road,Andheri,Car,74,Yes,Metro Parking,3,3.0
USR0006,2020-10-25,09:45,Mira Road,Andheri,Car,69,Yes,Metro Parking,1,3.0
USR0006,2020-10-20,09:00,Mira Road,Andheri,Car,71,Yes,Metro Parking,1,3.0
USR0006,2020-06-13,09:00,Mira Road,Andheri,Car,47,Yes,Metro Parking,1,3.0
USR0006,2020-09-24,09:30,Mira Road,Andheri,Car,78,Yes,Metro Parking,3,3.0
USR0006,2020-03-24,08:15,Mira Road,Andheri,Car,73,Yes,Metro Parking,2,3.0
USR0006,2020-08-21,08:30,Mira Road,Andheri,Car,59,Yes,Metro Parking,2,3.0
USR0006,2020-12-05,08:45,Mira Road,Andheri,Car,57,Yes,Metro Parking,2,3.0
USR0006,2020-09-10,10:15,Mira Road,Andheri,Car,72,Yes,Metro Parking,3,3.0
USR0006,2020-07-08,08:30,Mira Road,Andheri,Car,75,Yes,Metro Parking,2,3.0
USR0006,2020-08-08,10:45,Mira Road,Andheri,Car,54,Yes,Metro Parking,5,3.0
USR0006,2020-07-05,08:30,Mira Road,Andheri,Car,55,Yes,Metro Parking,3,3.0
USR0006,2020-10-27,09:30,Mira Road,Andheri,Car,66,Yes,Metro Parking,3,3.0
USR0006,2020-07-16,10:45,Mira Road,Andheri,Car,78,Yes,Metro Parking,1,3.0
USR0006,2020-02-16,08:30,Mira Road,Andheri,Car,61,Yes,Metro Parking,1,3.0
USR0006,2020-05-24,10:45,Mira Road,Andheri,Car,45,Yes,Metro Parking,5,3.0
USR0006,2020-10-12,10:15,Mira Road,Andheri,Car,77,Yes,Metro Parking,4,3.0
USR0006,2020-12-31,08:00,Mira Road,Andheri,Car,65,Yes,Metro Parking,2,3.0
USR0006,2020-03-18,09:45,Mira Road,Andheri,Car,63,Yes,Metro Parking,2,3.0
USR0006,2020-03-24,08:00,Mira Road,Andheri,Car,66,Yes,Metro Parking,4,3.0
USR0006,2020-04-12,10:45,Mira Road,Andheri,Car,76,Yes,Metro Parking,5,3.0
USR0006,2020-08-30,09:30,Mira Road,Andheri,Car,72,Yes,Metro Parking,3,3.0
USR0006,2020-01-13,10:30,Mira Road,Andheri,Car,64,Yes,Metro Parking,3,3.0
USR0006,2020-03-28,09:45,Mira Road,Andheri,Car,73,Yes,Metro Parking,5,3.0
USR0006,2020-06-05,08:00,Mira Road,Andheri,Car,52,Yes,Metro Parking,4,3.0
USR0006,2020-12-11,09:15,Mira Road,Andheri,Car,63,Yes,Metro Parking,1,3.0
USR0006,2020-08-10,09:15,Mira Road,Andheri,Car,45,Yes,Metro Parking,2,3.0
USR0006,2020-07-18,10:00,Mira Road,Andheri,Car,57,Yes,Metro Parking,3,3.0
USR0006,2020-08-08,10:30,Mira Road,Andheri,Car,54,Yes,Metro Parking,1,3.0
USR0007,2020-10-09,09:45,Andheri,BKC,Auto,15,No,Metro Parking,4,3.6
USR0007,2020-08-04,09:30,Andheri,BKC,Auto,35,No,Metro Parking,3,3.6
USR0007,2020-11-04,07:30,Andheri,BKC,Auto,37,No,Metro Parking,5,3.6
USR0007,2020-01-30,09:15,Andheri,BKC,Auto,43,No,Metro Parking,1,3.6
USR0007,2020-05-03,07:45,Andheri,BKC,Auto,27,No,Metro Parking,4,3.6
USR0007,2020-11-23,07:15,Andheri,BKC,Auto,37,No,Metro Parking,2,3.6
USR0007,2020-02-06,08:15,Andheri,BKC,Auto,46,No,Metro Parking,2,3.6
USR0007,2020-08-09,09:15,Andheri,BKC,Auto,33,No,Metro Parking,4,3.6
USR0007,2020-05-18,08:45,Andheri,BKC,Auto,18,No,Metro Parking,2,3.6
USR0007,2020-03-20,08:00,Andheri,BKC,Auto,39,No,Metro Parking,2,3.6
USR0007,2020-11-22,07:30,Andheri,BKC,Auto,48,No,Metro Parking,3,3.6
USR0007,2020-02-23,09:15,Andheri,BKC,Auto,18,No,Metro Parking,1,3.6
USR0007,2020-11-06,08:30,Andheri,BKC,Auto,33,No,Metro Parking,5,3.6
USR0007,2020-12-23,09:45,Andheri,BKC,Auto,22,No,Metro Parking,4,3.6
USR0007,2020-04-03,08:30,Andheri,BKC,Auto,29,No,Metro Parking,5,3.6
USR0007,2020-05-03,09:30,Andheri,BKC,Auto,26,No,Metro Parking,2,3.6
USR0007,2020-04-22,07:15,Andheri,BKC,Auto,29,No,Metro Parking,1,3.6
USR0007,2020-11-07,07:15,Andheri,BKC,Auto,21,No,Metro Parking,3,3.6
USR0007,2020-01-18,09:30,Andheri,BKC,Auto,24,No,Metro Parking,3,3.6
USR0007,2020-04-26,09:30,Andheri,BKC,Auto,45,No,Metro Parking,4,3.6
USR0007,2020-08-21,08:15,Andheri,BKC,Auto,44,No,Metro Parking,1,3.6
USR0007,2020-03-29,08:30,Andheri,BKC,Auto,21,No,Metro Parking,5,3.6
USR0007,2020-06-29,08:45,Andheri,BKC,Auto,31,No,Metro Parking,2,3.6
USR0007,2020-09-26,09:15,Andheri,BKC,Auto,22,No,Metro Parking,1,3.6
USR0007,2020-12-31,09:30,Andheri,BKC,Auto,48,No,Metro Parking,5,3.6
USR0007,2020-02-09,08:45,Andheri,BKC,Auto,21,No,Metro Parking,2,3.6
USR0007,2020-09-03,07:45,Andheri,BKC,Auto,23,No,Metro Parking,2,3.6
USR0007,2020-05-23,08:00,Andheri,BKC,Auto,40,No,Metro Parking,3,3.6
USR0007,2020-03-12,09:00,Andheri,BKC,Auto,26,No,Metro Parking,1,3.6
USR0007,2020-06-04,07:00,Andheri,BKC,Auto,33,No,Metro Parking,3,3.6
USR0007,2020-03-18,09:15,Andheri,BKC,Auto,19,No,Metro Parking,3,3.6
USR0007,2020-10-27,07:45,Andheri,BKC,Auto,43,No,Metro Parking,1,3.6
USR0007,2020-01-11,09:00,Andheri,BKC,Auto,39,No,Metro Parking,4,3.6
USR0007,2020-08-25,08:30,Andheri,BKC,Auto,45,No,Metro Parking,5,3.6
USR0007,2020-09-02,09:00,Andheri,BKC,Auto,24,No,Metro Parking,5,3.6
USR0007,2020-05-19,07:00,Andheri,BKC,Auto,42,No,Metro Parking,3,3.6
USR0007,2020-02-25,09:00,Andheri,BKC,Auto,38,No,Metro Parking,4,3.6
USR0007,2020-09-26,09:00,Andheri,BKC,Auto,32,No,Metro Parking,1,3.6
USR0007,2020-12-01,07:30,Andheri,BKC,Auto,29,No,Metro Parking,3,3.6
USR0007,2020-09-30,09:00,Andheri,BKC,Auto,46,No,Metro Parking,5,3.6
USR0007,2020-03-25,07:45,Andheri,BKC,Auto,36,No,Metro Parking,4,3.6
USR0007,2020-03-31,09:45,Andheri,BKC,Auto,18,No,Metro Parking,3,3.6
USR0007,2020-04-06,07:00,Andheri,BKC,Auto,33,No,Metro Parking,2,3.6
USR0007,2020-12-29,09:15,Andheri,BKC,Auto,38,No,Metro Parking,3,3.6
USR0007,2020-06-05,09:45,Andheri,BKC,Auto,24,No,Metro Parking,3,3.6
USR0007,2020-04-10,07:00,Andheri,BKC,Auto,49,No,Metro Parking,5,3.6
USR0007,2020-06-18,08:45,Andheri,BKC,Auto,30,No,Metro Parking,3,3.6
USR0007,2020-02-25,08:15,Andheri,BKC,Auto,22,No,Metro Parking,1,3.6
USR0007,2020-12-20,07:00,Andheri,BKC,Auto,22,No,Metro Parking,4,3.6
USR0007,2020-06-27,08:45,Andheri,BKC,Auto,31,No,Metro Parking,4,3.6
